shlok_number,shlok_text
59154,ਿਜਉ ਚੰਦਨ ਸੰਿਗ ਬਸੈ ਿਨੰਮੁ ਿਬਰਖਾ ਗੁਨ ਚੰਦਨ ਕੇ ਬਸਖੇ ॥
59155,੨ ॥
59156,ਹਮਰੇ ਅਵਗਨ ਿਬਿਖਆ ਿਬਖੈ ਕੇ ਬਹ ੁ ਬਾਰ ਬਾਰ ਿਨਮਖੇ ॥
59157,ਅਵਗਿਨਆਰੇ ਪਾਥਰ ਭਾਰੇ ਹਿਰ ਤਾਰੇ ਸੰਿਗ ਜਨਖੇ ॥
59158,੩ ॥
59159,ਿਜਨ ਕਉ ਤੁਮ ਹਿਰ ਰਾਖਹ ੁ ਸੁਆਮੀ ਸਭ ਿਤਨ ਕੇ ਪਾਪ ਿਕਰ੍ਖੇ ॥
59160,ਜਨ ਨਾਨਕ ਕੇ ਦਇਆਲ ਪਰ੍ਭ ਸੁਆਮੀ ਤੁਮ ਦੁਸਟ ਤਾਰੇ ਹਰਣਖੇ ॥
59161,੪ ॥
59162,੩ ॥
59163,ਨਟ ਮਹਲਾ ੪ ॥
59164,ਮੇਰੇ ਮਨ ਜਿਪ ਹਿਰ ਹਿਰ ਰਾਮ ਰਗੰ ੇ ॥
59165,ਹਿਰ ਹਿਰ ਿਕਰ੍ਪਾ ਕਰੀ ਜਗਦੀਸਿੁ ਰ ਹਿਰ ਿਧਆਇਓ ਜਨ ਪਿਗ ਲਗੇ ॥
59166,੧ ॥
59167,ਰਹਾਉ ॥
59168,ਜਨਮ ਜਨਮ ਕੇ ਭੂਲ ਚਕੂ ਹਮ ਅਬ ਆਏ ਪਰ੍ਭ ਸਰਨਗੇ ॥
59169,ਤੁਮ ਸਰਣਾਗਿਤ ਪਰ੍ਿਤਪਾਲਕ ਸਆੁ ਮੀ ਹਮ ਰਾਖਹ ੁ ਵਡ ਪਾਪਗੇ ॥
59170,੧ ॥
59171,ਤੁਮਰੀ ਸੰਗਿਤ ਹਿਰ ਕੋ ਕੋ ਨ ਉਧਿਰਓ ਪਰ੍ਭ ਕੀਏ ਪਿਤਤ ਪਵਗੇ ॥
59172,ਗੁਨ ਗਾਵਤ ਛੀਪਾ ਦੁਸਟਾਿਰਓ ਪਰ੍ਿਭ ਰਾਖੀ ਪੈਜ ਜਨਗੇ ॥
59173,੨ ॥
59174,ਜੋ ਤੁਮਰੇ ਗੁਨ ਗਾਵਿਹ ਸੁਆਮੀ ਹਉ ਬਿਲ ਬਿਲ ਬਿਲ ਿਤਨਗੇ ॥
59175,ਭਵਨ ਭਵਨ ਪਿਵਤਰ੍ ਸਿਭ ਕੀਏ ਜਹ ਧਿੂ ਰ ਪਰੀ ਜਨ ਪਗੇ ॥
59176,੩ ॥
59177,ਤੁਮਰੇ ਗੁਨ ਪਰ੍ਭ ਕਿਹ ਨ ਸਕਿਹ ਹਮ ਤੁਮ ਵਡ ਵਡ ਪੁਰਖ ਵਡਗੇ ॥
59178,ਜਨ ਨਾਨਕ ਕਉ ਦਇਆ ਪਭਰ੍ ਧਾਰਹ ੁ ਹਮ ਸੇਵਹ ਤੁਮ ਜਨ ਪਗੇ ॥
59179,੪ ॥
59180,੪ ॥
59181,ਨਟ ਮਹਲਾ ੪ ॥
59182,ਮਰੇ ੇ ਮਨ ਜਿਪ ਹਿਰ ਹਿਰ ਨਾਮੁ ਮਨੇ ॥
59183,ਜਗੰਨਾਿਥ ਿਕਰਪਾ ਪਰ੍ਿਭ ਧਾਰੀ ਮਿਤ ਗੁਰਮਿਤ ਨਾਮ ਬਨੇ ॥
59184,੧ ॥
59185,ਰਹਾਉ ॥
59186,ਹਿਰ ਜਨ ਹਿਰ ਜਸੁ ਹਿਰ ਹਿਰ ਗਾਇਓ ਉਪਦੇਿਸ ਗੁਰ ੂ ਗੁਰ ਸਨੁ ੇ ॥
59187,ਿਕਲਿਬਖ ਪਾਪ ਨਾਮ ਹਿਰ ਕਾਟੇ ਿਜਵ ਖਤੇ ਿਕਰ੍ਸਾਿਨ ਲਨੁ ੇ ॥
59188,੧ ॥
59189,ਤੁਮਰੀ ਉਪਮਾ ਤੁਮ ਹੀ ਪਰ੍ਭ ਜਾਨਹ ੁ ਹਮ ਕਿਹ ਨ ਸਕਿਹ ਹਿਰ ਗੁਨੇ ॥
59190,ਜੈਸੇ ਤੁਮ ਤੈਸੇ ਪਰ੍ਭ ਤੁਮ ਹੀ ਗੁਨ ਜਾਨਹ ੁ ਪਭਰ੍ ਅਪੁਨੇ ॥
59191,੨ ॥
59192,ਮਾਇਆ ਫਾਸ ਬੰਧ ਬਹ ੁ ਬੰਧੇ ਹਿਰ ਜਿਪਓ ਖੁਲ ਖੁਲਨੇ ॥
59193,ਿਜਉ ਜਲ ਕੁੰਚਰ ੁ ਤਦੂਐ ਬ(cid:194)ਿਧਓ ਹਿਰ ਚੇਿਤਓ ਮਖੋ ਮੁਖਨੇ ॥
59194,੩ ॥
59195,ਸੁਆਮੀ ਪਾਰਬਰ੍ਹਮ ਪਰਮੇਸਰ ੁ ਤੁਮ ਖੋਜਹ ੁ ਜਗੁ ਜੁਗਨੇ ॥
59196,ਤੁਮਰੀ ਥਾਹ ਪਾਈ ਨਹੀ ਪਾਵੈ ਜਨ ਨਾਨਕ ਕੇ ਪਰ੍ਭ ਵਡਨੇ ॥
59197,੪ ॥
59198,੫ ॥
59199,ਨਟ ਮਹਲਾ ੪ ॥
59200,ਮਰੇ ੇ ਮਨ ਕਿਲ ਕੀਰਿਤ ਹਿਰ ਪਰ੍ਵਣੇ ॥
59201,ਹਿਰ ਹਿਰ 977 ਦਇਆਿਲ ਦਇਆ ਪਰ੍ਭ ਧਾਰੀ ਲਿਗ ਸਿਤਗੁਰ ਹਿਰ ਜਪਣੇ ॥
59202,੧ ॥
59203,ਰਹਾਉ ॥
59204,ਹਿਰ ਤੁਮ ਵਡ ਅਗਮ ਅਗੋਚਰ ਸੁਆਮੀ ਸਿਭ ਿਧਆਵਿਹ ਹਿਰ ਰੜੁ ਣੇ ॥
59205,ਿਜਨ ਕਉ ਤੁਮ(cid:184)ਰੇ ਵਡ ਕਟਾਖ ਹੈ ਤੇ ਗੁਰਮਿੁ ਖ ਹਿਰ ਿਸਮਰਣੇ ॥
59206,੧ ॥
59207,ਇਹ ੁ ਪਰਪੰਚ ੁ ਕੀਆ ਪਰ੍ਭ ਸੁਆਮੀ ਸਭੁ ਜਗਜੀਵਨੁ ਜੁਗਣੇ ॥
59208,ਿਜਉ ਸਲਲ ੈ ਸਲਲ ਉਠਿਹ ਬਹ ੁ ਲਹਰੀ ਿਮਿਲ ਸਲਲੈ ਸਲਲ ਸਮਣੇ ॥
59209,੨ ॥
59210,ਜੋ ਪਰ੍ਭ ਕੀਆ ਸੁ ਤੁਮ ਹੀ ਜਾਨਹ ੁ ਹਮ ਨਹ ਜਾਣੀ ਹਿਰ ਗਹਣੇ ॥
59211,ਹਮ ਬਾਿਰਕ ਕਉ ਿਰਦ ਉਸਤਿਤ ਧਾਰਹ ੁ ਹਮ ਕਰਹ ਪਰ੍ਭੂ ਿਸਮਰਣੇ ॥
59212,੩ ॥
59213,ਤੁਮ ਜਲ ਿਨਿਧ ਹਿਰ ਮਾਨ ਸਰੋਵਰ ਜੋ ਸੇਵੈ ਸਭ ਫਲਣੇ ॥
59214,ਜਨੁ ਨਾਨਕੁ ਹਿਰ ਹਿਰ ਹਿਰ ਹਿਰ ਬ(cid:194)ਛੈ ਹਿਰ ਦੇਵਹ ੁ ਕਿਰ ਿਕਰ੍ਪਣੇ ॥
59215,੪ ॥
59216,੬ ॥
59217,ਨਟ ਨਾਰਾਇਨ ਮਹਲਾ ੪ ਪੜਤਾਲ ੧ਓ ਸਿਤਗੁਰ ਪਰ੍ਸਾਿਦ ॥
59218,ਮਰੇ ੇ ਮਨ ਸੇਵ ਸਫਲ ਹਿਰ ਘਾਲ ॥
59219,ਲੇ ਗੁਰ ਪਗ ਰੇਨ ਰਵਾਲ ॥
59220,ਸਿਭ ਦਾਿਲਦ ਭਿੰ ਜ ਦਖੁ ਦਾਲ ॥
59221,ਹਿਰ ਹੋ ਹੋ ਹੋ ਨਦਿਰ ਿਨਹਾਲ ॥
59222,੧ ॥
59223,ਰਹਾਉ ॥
59224,ਹਿਰ ਕਾ ਿਗਰ੍ਹ ੁ ਹਿਰ ਆਿਪ ਸਵਾਿਰਓ ਹਿਰ ਰਗੰ ਰੰਗ ਮਹਲ ਬਅੇ ਤੰ ਲਾਲ ਲਾਲ ਹਿਰ ਲਾਲ ॥
59225,ਹਿਰ ਆਪਨੀ ਿਕਰ੍ਪਾ ਕਰੀ ਆਿਪ ਿਗਰ੍ਿਹ ਆਇਓ ਹਮ ਹਿਰ ਕੀ ਗੁਰ ਕੀਈ ਹੈ ਬਸੀਠੀ ਹਮ ਹਿਰ ਦਖੇ ੇ ਭਈ ਿਨਹਾਲ ਿਨਹਾਲ ਿਨਹਾਲ ਿਨਹਾਲ ॥
59226,੧ ॥
59227,ਹਿਰ ਆਵਤੇ ਕੀ ਖਬਿਰ ਗੁਿਰ ਪਾਈ ਮਿਨ ਤਿਨ ਆਨਦੋ ਆਨੰਦ ਭਏ ਹਿਰ ਆਵਤੇ ਸੁਨੇ ਮੇਰੇ ਲਾਲ ਹਿਰ ਲਾਲ ॥
59228,ਜਨੁ ਨਾਨਕੁ ਹਿਰ ਹਿਰ ਿਮਲੇ ਭਏ ਗਲਤਾਨ ਹਾਲ ਿਨਹਾਲ ਿਨਹਾਲ ॥
59229,੨ ॥
59230,੧ ॥
59231,੭ ॥
59232,ਨਟ ਮਹਲਾ ੪ ॥
59233,ਮਨ ਿਮਲੁ ਸੰਤਸੰਗਿਤ ਸੁਭਵੰਤੀ ॥
59234,ਸੁਿਨ ਅਕਥ ਕਥਾ ਸੁਖਵੰਤੀ ॥
59235,ਸਭ ਿਕਲਿਬਖ ਪਾਪ ਲਹੰਤੀ ॥
59236,ਹਿਰ ਹੋ ਹੋ ਹੋ ਿਲਖਤੁ ਿਲਖੰਤੀ ॥
59237,੧ ॥
59238,ਰਹਾਉ ॥
59239,ਹਿਰ ਕੀਰਿਤ ਕਲਜਗੁ ਿਵਿਚ ਊਤਮ ਮਿਤ ਗੁਰਮਿਤ ਕਥਾ ਭਜੰਤੀ ॥
59240,ਿਜਿਨ ਜਿਨ ਸੁਣੀ ਮਨੀ ਹੈ ਿਜਿਨ ਜਿਨ ਿਤਸੁ ਜਨ ਕੈ ਹਉ ਕਰੁ ਬਾਨੰਤੀ ॥
59241,੧ ॥
59242,ਹਿਰ ਅਕਥ ਕਥਾ ਕਾ ਿਜਿਨ ਰਸੁ ਚਾਿਖਆ ਿਤਸੁ ਜਨ ਸਭ ਭੂਖ ਲਹਤੰ ੀ ॥
59243,ਨਾਨਕ ਜਨ ਹਿਰ ਕਥਾ ਸੁਿਣ ਿਤਰ੍ਪਤੇ ਜਿਪ ਹਿਰ ਹਿਰ ਹਿਰ ਹੋਵੰਤੀ ॥
59244,੨ ॥
59245,੨ ॥
59246,੮ ॥
59247,ਨਟ ਮਹਲਾ ੪ ॥
59248,ਕੋਈ ਆਿਨ ਸੁਨਾਵੈ ਹਿਰ ਕੀ ਹਿਰ ਗਾਲ ॥
59249,ਿਤਸ ਕਉ ਹਉ ਬਿਲ ਬਿਲ ਬਾਲ ॥
59250,ਸੋ ਹਿਰ ਜਨੁ ਹੈ ਭਲ 978 ਭਾਲ ॥
59251,ਹਿਰ ਹੋ ਹੋ ਹੋ ਮੇਿਲ ਿਨਹਾਲ ॥
59252,੧ ॥
59253,ਰਹਾਉ ॥
59254,ਹਿਰ ਕਾ ਮਾਰਗੁ ਗੁਰ ਸੰਿਤ ਬਤਾਇਓ ਗੁਿਰ ਚਾਲ ਿਦਖਾਈ ਹਿਰ ਚਾਲ ॥
59255,ਅੰਤਿਰ ਕਪਟੁ ਚਕੁ ਾਵਹ ੁ ਮੇਰੇ ਗੁਰਿਸਖਹ ੁ ਿਨਹਕਪਟ ਕਮਾਵਹ ੁ ਹਿਰ ਕੀ ਹਿਰ ਘਾਲ ਿਨਹਾਲ ਿਨਹਾਲ ਿਨਹਾਲ ॥
59256,੧ ॥
59257,ਤੇ ਗੁਰ ਕੇ ਿਸਖ ਮੇਰੇ ਹਿਰ ਪਰ੍ਿਭ ਭਾਏ ਿਜਨਾ ਹਿਰ ਪਰ੍ਭੁ ਜਾਿਨਓ ਮੇਰਾ ਨਾਿਲ ॥
59258,ਜਨ ਨਾਨਕ ਕਉ ਮਿਤ ਹਿਰ ਪਰ੍ਿਭ ਦੀਨੀ ਹਿਰ ਦਿੇ ਖ ਿਨਕਿਟ ਹਦੂਿਰ ਿਨਹਾਲ ਿਨਹਾਲ ਿਨਹਾਲ ਿਨਹਾਲ ॥
59259,੨ ॥
59260,੩ ॥
59261,੯ ॥
59262,ਰਾਗੁ ਨਟ ਨਾਰਾਇਨ ਮਹਲਾ ੫ ੧ਓ ਸਿਤਗੁਰ ਪਰ੍ਸਾਿਦ ॥
59263,ਰਾਮ ਹਉ ਿਕਆ ਜਾਨਾ ਿਕਆ ਭਾਵੈ ॥
59264,ਮਿਨ ਿਪਆਸ ਬਹਤੁ ੁ ਦਰਸਾਵੈ ॥
59265,੧ ॥
59266,ਰਹਾਉ ॥
59267,ਸੋਈ ਿਗਆਨੀ ਸੋਈ ਜਨੁ ਤਰੇ ਾ ਿਜਸੁ ਊਪਿਰ ਰਚੁ ਆਵੈ ॥
59268,ਿਕਰ੍ਪਾ ਕਰਹ ੁ ਿਜਸੁ ਪੁਰਖ ਿਬਧਾਤ ੇ ਸੋ ਸਦਾ ਸਦਾ ਤੁਧੁ ਿਧਆਵੈ ॥
59269,੧ ॥
59270,ਕਵਨ ਜਗੋ ਕਵਨ ਿਗਆਨ ਿਧਆਨਾ ਕਵਨ ਗੁਨੀ ਰੀਝਾਵੈ ॥
59271,ਸੋਈ ਜਨੁ ਸੋਈ ਿਨਜ ਭਗਤਾ ਿਜਸੁ ਊਪਿਰ ਰਗੰ ੁ ਲਾਵੈ ॥
59272,੨ ॥
59273,ਸਾਈ ਮਿਤ ਸਾਈ ਬੁਿਧ ਿਸਆਨਪ ਿਜਤੁ ਿਨਮਖ ਨ ਪਰ੍ਭੁ ਿਬਸਰਾਵੈ ॥
59274,ਸੰਤਸਿੰ ਗ ਲਿਗ ਏਹ ੁ ਸਖੁ ੁ ਪਾਇਓ ਹਿਰ ਗੁਨ ਸਦ ਹੀ ਗਾਵੈ ॥
59275,੩ ॥
59276,ਦੇਿਖਓ ਅਚਰਜੁ ਮਹਾ ਮਗੰ ਲ ਰਪੂ ਿਕਛੁ ਆਨ ਨਹੀ ਿਦਸਟਾਵੈ ॥
59277,ਕਹ ੁ ਨਾਨਕ ਮਰੋ ਚਾ ਗੁਿਰ ਲਾਿਹਓ ਤਹ ਗਰਭ ਜਿੋ ਨ ਕਹ ਆਵੈ ॥
59278,੪ ॥
59279,੧ ॥
59280,ਨਟ ਨਾਰਾਇਨ ਮਹਲਾ ੫ ਦਪੁ ਦੇ ੧ਓ ਸਿਤਗੁਰ ਪਰ੍ਸਾਿਦ ॥
59281,ਉਲਾਹਨੋ ਮੈ ਕਾਹ ੂ ਨ ਦੀਓ ॥
59282,ਮਨ ਮੀਠ ਤੁਹਾਰੋ ਕੀਓ ॥
59283,੧ ॥
59284,ਰਹਾਉ ॥
59285,ਆਿਗਆ ਮਾਿਨ ਜਾਿਨ ਸਖੁ ੁ ਪਾਇਆ ਸੁਿਨ ਸੁਿਨ ਨਾਮੁ ਤੁਹਾਰੋ ਜੀਓ ॥
59286,ਈਹ(cid:194) ਊਹਾ ਹਿਰ ਤੁਮ ਹੀ ਤੁਮ ਹੀ ਇਹ ੁ ਗੁਰ ਤੇ ਮੰਤਰ੍ੁ ਿਦਰ੍ੜੀਓ ॥
59287,੧ ॥
59288,ਜਬ ਤੇ ਜਾਿਨ ਪਾਈ ਏਹ ਬਾਤਾ ਤਬ ਕੁਸਲ ਖੇਮ ਸਭ ਥੀਓ ॥
59289,ਸਾਧਸੰਿਗ ਨਾਨਕ ਪਰਗਾਿਸਓ ਆਨ ਨਾਹੀ ਰੇ ਬੀਓ ॥
59290,੨ ॥
59291,੧ ॥
59292,੨ ॥
59293,ਨਟ ਮਹਲਾ ੫ ॥
59294,ਜਾ ਕਉ ਭਈ ਤੁਮਾਰੀ ਧੀਰ ॥
59295,ਜਮ ਕੀ ਤਰ੍ਾਸ ਿਮਟੀ ਸਖੁ ੁ ਪਾਇਆ ਿਨਕਸੀ ਹਉਮੈ ਪੀਰ ॥
59296,੧ ॥
59297,ਰਹਾਉ ॥
59298,ਤਪਿਤ ਬੁਝਾਨੀ ਅਿੰ ਮਰ੍ਤ ਬਾਨੀ ਿਤਪਰ੍ ਤੇ ਿਜਉ ਬਾਿਰਕ ਖੀਰ ॥
59299,ਮਾਤ ਿਪਤਾ ਸਾਜਨ ਸੰਤ 979 ਮਰੇ ੇ ਸੰਤ ਸਹਾਈ ਬੀਰ ॥
59300,੧ ॥
59301,ਖੁਲੇ ਭਰ੍ਮ ਭੀਿਤ ਿਮਲੇ ਗੋਪਾਲਾ ਹੀਰੈ ਬੇਧੇ ਹੀਰ ॥
59302,ਿਬਸਮ ਭਏ ਨਾਨਕ ਜਸ ੁ ਗਾਵਤ ਠਾਕੁਰ ਗੁਨੀ ਗਹੀਰ ॥
59303,੨ ॥
59304,੨ ॥
59305,੩ ॥
59306,ਨਟ ਮਹਲਾ ੫ ॥
59307,ਅਪਨਾ ਜਨੁ ਆਪਿਹ ਆਿਪ ਉਧਾਿਰਓ ॥
59308,ਆਠ ਪਹਰ ਜਨ ਕ ੈ ਸੰਿਗ ਬਿਸਓ ਮਨ ਤੇ ਨਾਿਹ ਿਬਸਾਿਰਓ ॥
59309,੧ ॥
59310,ਰਹਾਉ ॥
59311,ਬਰਨੁ ਿਚਹਨੁ ਨਾਹੀ ਿਕਛੁ ਪੇਿਖਓ ਦਾਸ ਕਾ ਕੁਲੁ ਨ ਿਬਚਾਿਰਓ ॥
59312,ਕਿਰ ਿਕਰਪਾ ਨਾਮੁ ਹਿਰ ਦੀਓ ਸਹਿਜ ਸੁਭਾਇ ਸਵਾਿਰਓ ॥
59313,੧ ॥
59314,ਮਹਾ ਿਬਖਮੁ ਅਗਿਨ ਕਾ ਸਾਗਰ ੁ ਿਤਸ ਤੇ ਪਾਿਰ ਉਤਾਿਰਓ ॥
59315,ਪਿੇ ਖ ਪੇਿਖ ਨਾਨਕ ਿਬਗਸਾਨੋ ਪੁਨਹ ਪੁਨਹ ਬਿਲਹਾਿਰਓ ॥
59316,੨ ॥
59317,੩ ॥
59318,੪ ॥
59319,ਨਟ ਮਹਲਾ ੫ ॥
59320,ਹਿਰ ਹਿਰ ਮਨ ਮਿਹ ਨਾਮੁ ਕਿਹਓ ॥
59321,ਕਿੋ ਟ ਅਪਰ੍ਾਧ ਿਮਟਿਹ ਿਖਨ ਭੀਤਿਰ ਤਾ ਕਾ ਦਖੁ ੁ ਨ ਰਿਹਓ ॥
59322,੧ ॥
59323,ਰਹਾਉ ॥
59324,ਖਜੋ ਤ ਖੋਜਤ ਭਇਓ ਬਰੈ ਾਗੀ ਸਾਧੂ ਸੰਿਗ ਲਿਹਓ ॥
59325,ਸਗਲ ਿਤਆਿਗ ਏਕ ਿਲਵ ਲਾਗੀ ਹਿਰ ਹਿਰ ਚਰਨ ਗਿਹਓ ॥
59326,੧ ॥
59327,ਕਹਤ ਮੁਕਤ ਸੁਨਤੇ ਿਨਸਤਾਰੇ ਜੋ ਜੋ ਸਰਿਨ ਪਇਓ ॥
59328,ਿਸਮਿਰ ਿਸਮਿਰ ਸੁਆਮੀ ਪਰ੍ਭੁ ਅਪੁਨਾ ਕਹ ੁ ਨਾਨਕ ਅਨਦੁ ਭਇਓ ॥
59329,੨ ॥
59330,੪ ॥
59331,੫ ॥
59332,ਨਟ ਮਹਲਾ ੫ ॥
59333,ਚਰਨ ਕਮਲ ਸੰਿਗ ਲਾਗੀ ਡੋਰੀ ॥
59334,ਸਖੁ ਸਾਗਰ ਕਿਰ ਪਰਮ ਗਿਤ ਮਰੋ ੀ ॥
59335,੧ ॥
59336,ਰਹਾਉ ॥
59337,ਅੰਚਲਾ ਗਹਾਇਓ ਜਨ ਅਪੁਨੇ ਕਉ ਮਨੁ ਬੀਧੋ ਪਰ੍ਮੇ ਕੀ ਖੋਰੀ ॥
59338,ਜਸੁ ਗਾਵਤ ਭਗਿਤ ਰਸੁ ਉਪਿਜਓ ਮਾਇਆ ਕੀ ਜਾਲੀ ਤੋਰੀ ॥
59339,੧ ॥
59340,ਪੂਰਨ ਪੂਿਰ ਰਹੇ ਿਕਰਪਾ ਿਨਿਧ ਆਨ ਨ ਪੇਖਉ ਹੋਰੀ ॥
59341,ਨਾਨਕ ਮਿੇ ਲ ਲੀਓ ਦਾਸੁ ਅਪੁਨਾ ਪਰ੍ੀਿਤ ਨ ਕਬਹ ੂ ਥਰੋ ੀ ॥
59342,੨ ॥
59343,੫ ॥
59344,੬ ॥
59345,ਨਟ ਮਹਲਾ ੫ ॥
59346,ਮਰੇ ੇ ਮਨ ਜਪੁ ਜਿਪ ਹਿਰ ਨਾਰਾਇਣ ॥
59347,ਕਬਹੂ ਨ ਿਬਸਰਹ ੁ ਮਨ ਮੇਰੇ ਤੇ ਆਠ ਪਹਰ ਗੁਨ ਗਾਇਣ ॥
59348,੧ ॥
59349,ਰਹਾਉ ॥
59350,ਸਾਧੂ ਧੂਿਰ ਕਰਉ ਿਨਤ ਮਜਨੁ ਸਭ ਿਕਲਿਬਖ ਪਾਪ ਗਵਾਇਣ ॥
59351,ਪੂਰਨ ਪੂਿਰ ਰਹੇ ਿਕਰਪਾ ਿਨਿਧ ਘਿਟ ਘਿਟ ਿਦਸਿਟ ਸਮਾਇਣੁ ॥
59352,੧ ॥
59353,ਜਾਪ ਤਾਪ ਕੋਿਟ ਲਖ ਪੂਜਾ ਹਿਰ ਿਸਮਰਣ ਤਿੁ ਲ ਨ ਲਾਇਣ ॥
59354,ਦੁਇ ਕਰ ਜੋਿੜ ਨਾਨਕੁ ਦਾਨੁ ਮ(cid:194)ਗੈ ਤੇਰੇ ਦਾਸਿਨ ਦਾਸ ਦਸਾਇਣੁ ॥
59355,੨ ॥
59356,੬ ॥
59357,੭ ॥
59358,ਨਟ ਮਹਲਾ ੫ ॥
59359,ਮਰੇ ੈ ਸਰਬਸੁ ਨਾਮੁ ਿਨਧਾਨੁ ॥
59360,ਕਿਰ ਿਕਰਪਾ ਸਾਧੂ ਸੰਿਗ ਿਮਿਲਓ ਸਿਤਗੁਿਰ ਦੀਨੋ ਦਾਨੁ ॥
59361,੧ ॥
59362,ਰਹਾਉ ॥
59363,ਸੁਖਦਾਤਾ ਦਖੁ ਭੰਜਨਹਾਰਾ ਗਾਉ ਕੀਰਤਨੁ ਪੂਰਨ ਿਗਆਨੁ ॥
59364,ਕਾਮੁ ਕਰ੍ੋਧੁ ਲੋਭੁ ਖੰਡ ਖਡੰ ਕੀਨ(cid:184)ੇ ਿਬਨਿਸਓ ਮੂੜ ਅਿਭਮਾਨੁ ॥
59365,੧ ॥
59366,ਿਕਆ ਗੁਣ ਤੇਰੇ ਆਿਖ ਵਖਾਣਾ ਪਰ੍ਭ ਅਤੰ ਰਜਾਮੀ ਜਾਨੁ ॥
59367,ਚਰਨ ਕਮਲ ਸਰਿਨ ਸੁਖ ਸਾਗਰ ਨਾਨਕੁ ਸਦ ਕੁਰਬਾਨੁ ॥
59368,੨ ॥
59369,੭ ॥
59370,੮ ॥
59371,980 ਨਟ ਮਹਲਾ ੫ ॥
59372,ਹਉ ਵਾਿਰ ਵਾਿਰ ਜਾਉ ਗੁਰ ਗਪੋ ਾਲ ॥
59373,੧ ॥
59374,ਰਹਾਉ ॥
59375,ਮਿੋ ਹ ਿਨਰਗੁਨ ਤੁਮ ਪੂਰਨ ਦਾਤੇ ਦੀਨਾ ਨਾਥ ਦਇਆਲ ॥
59376,੧ ॥
59377,ਊਠਤ ਬਠੈ ਤ ਸਵੋ ਤ ਜਾਗਤ ਜੀਅ ਪਰ੍ਾਨ ਧਨ ਮਾਲ ॥
59378,੨ ॥
59379,ਦਰਸਨ ਿਪਆਸ ਬਹਤੁ ੁ ਮਿਨ ਮੇਰ ੈ ਨਾਨਕ ਦਰਸ ਿਨਹਾਲ ॥
59380,੩ ॥
59381,੮ ॥
59382,੯ ॥
59383,ਨਟ ਪੜਤਾਲ ਮਹਲਾ ੫ ੧ਓ ਸਿਤਗੁਰ ਪਰ੍ਸਾਿਦ ॥
59384,ਕੋਊ ਹੈ ਮਰੇ ੋ ਸਾਜਨੁ ਮੀਤੁ ॥
59385,ਹਿਰ ਨਾਮੁ ਸੁਨਾਵੈ ਨੀਤ ॥
59386,ਿਬਨਸੈ ਦੁਖੁ ਿਬਪਰੀਿਤ ॥
59387,ਸਭੁ ਅਰਪਉ ਮਨੁ ਤਨੁ ਚੀਤੁ ॥
59388,੧ ॥
59389,ਰਹਾਉ ॥
59390,ਕੋਈ ਿਵਰਲਾ ਆਪਨ ਕੀਤ ॥
59391,ਸੰਿਗ ਚਰਨ ਕਮਲ ਮਨੁ ਸੀਤ ॥
59392,ਕਿਰ ਿਕਰਪਾ ਹਿਰ ਜਸ ੁ ਦੀਤ ॥
59393,੧ ॥
59394,ਹਿਰ ਭਿਜ ਜਨਮੁ ਪਦਾਰਥੁ ਜੀਤ ॥
59395,ਕੋਿਟ ਪਿਤਤ ਹੋਿਹ ਪੁਨੀਤ ॥
59396,ਨਾਨਕ ਦਾਸ ਬਿਲ ਬਿਲ ਕੀਤ ॥
59397,੨ ॥
59398,੧ ॥
59399,੧੦ ॥
59400,੧੯ ॥
59401,ਨਟ ਅਸਟਪਦੀਆ ਮਹਲਾ ੪ ੧ਓ ਸਿਤਗੁਰ ਪਰ੍ਸਾਿਦ ॥
59402,ਰਾਮ ਮੇਰੇ ਮਿਨ ਤਿਨ ਨਾਮੁ ਅਧਾਰੇ ॥
59403,ਿਖਨੁ ਪਲੁ ਰਿਹ ਨ ਸਕਉ ਿਬਨੁ ਸੇਵਾ ਮੈ ਗੁਰਮਿਤ ਨਾਮੁ ਸਮ(cid:184)ਾਰੇ ॥
59404,੧ ॥
59405,ਰਹਾਉ ॥
59406,ਹਿਰ ਹਿਰ ਹਿਰ ਹਿਰ ਹਿਰ ਮਿਨ ਿਧਆਵਹ ੁ ਮੈ ਹਿਰ ਹਿਰ ਨਾਮੁ ਿਪਆਰੇ ॥
59407,ਦੀਨ ਦਇਆਲ ਭਏ ਪਰ੍ਭ ਠਾਕੁਰ ਗੁਰ ਕੈ ਸਬਿਦ ਸਵਾਰੇ ॥
59408,੧ ॥
59409,ਮਧਸੂਦਨ ਜਗਜੀਵਨ ਮਾਧੋ ਮੇਰੇ ਠਾਕੁਰ ਅਗਮ ਅਪਾਰੇ ॥
59410,ਇਕ ਿਬਨਉ ਬਨੇ ਤੀ ਕਰਉ ਗੁਰ ਆਗੈ ਮੈ ਸਾਧੂ ਚਰਨ ਪਖਾਰੇ ॥
59411,੨ ॥
59412,ਸਹਸ ਨਤੇ ਰ੍ ਨੇਤਰ੍ ਹੈ ਪਰ੍ਭ ਕਉ ਪਰ੍ਭ ਏਕੋ ਪੁਰਖੁ ਿਨਰਾਰ ੇ ॥
59413,ਸਹਸ ਮੂਰਿਤ ਏਕੋ ਪਰ੍ਭੁ ਠਾਕੁਰ ੁ ਪਰ੍ਭੁ ਏਕੋ ਗੁਰਮਿਤ ਤਾਰੇ ॥
59414,੩ ॥
